cluster2,numero_de_cliente
1,45504654
1,45579361
1,45683084
1,45689216
1,45856764
1,45897856
1,45925872
1,45950188
1,46043905
1,46130773
1,46146651
1,46247047
1,46299568
1,46312411
1,46425021
1,46435593
1,46568293
1,46863204
1,46898745
1,46966990
1,46972224
1,47060377
1,47116102
1,47183329
1,47374567
1,47391227
1,47503665
1,47533651
1,47711937
1,48107404
1,48693854
1,48918974
1,49102591
1,49203524
1,49590615
1,49968643
1,50055182
1,50098495
1,50151974
1,50169149
1,50249235
1,50352119
1,50397801
1,50619921
1,50667120
1,50832943
1,50863309
1,50871923
1,50966909
1,51075759
1,51141595
1,51206343
1,51265185
1,51336999
1,51431174
1,51479325
1,51551233
1,51752499
1,51754130
1,51805215
1,51894967
1,52074855
1,52102413
1,52127744
1,52148362
1,52167362
1,52750910
1,53404358
1,53463326
1,53752905
1,53836783
1,53847609
1,55722508
1,55846909
1,55849808
1,55870266
1,55924930
1,56086028
1,56086053
1,56330466
1,56443459
1,56667581
1,56773088
1,57269337
1,57940306
1,57982277
1,58012870
2,4576124
2,4579001
2,4581794
2,4657425
2,4673774
2,4700691
2,4721391
2,4725525
2,4747868
2,4789670
2,4798734
2,4808124
2,4854626
2,4855075
2,4927178
2,4950476
2,4955198
2,4970613
2,4993651
2,5129575
2,5169680
2,5179287
2,5232723
2,5247221
2,5301376
2,5321969
2,5326851
2,5359228
2,5372313
2,5390626
2,5403845
2,5432186
2,5435817
2,5495281
2,5517094
2,5529610
2,5566919
2,5583397
2,5603503
2,5629493
2,5637690
2,5738981
2,5767667
2,5774192
2,5801932
2,5836245
2,5852132
2,5880284
2,5881858
2,5908674
2,5975087
2,6001247
2,6028290
2,6033889
2,6041309
2,6061729
2,6096205
2,6100239
2,6103246
2,6120581
2,6123342
2,6154469
2,6203868
2,6229717
2,6236286
2,6239804
2,6242176
2,6252232
2,6263074
2,6272973
2,6281452
2,6293544
2,6398373
2,6409227
2,6410075
2,6435504
2,6450153
2,6463517
2,6468434
2,6490557
2,6490946
2,6491867
2,6494886
2,6496444
2,6516283
2,6554407
2,6591085
2,6606940
2,6614172
2,6661334
2,6677482
2,6684619
2,6697647
2,6700465
2,6716393
2,6722413
2,6737587
2,6768858
2,6797453
2,6852638
2,6874629
2,6879558
2,6903610
2,6960878
2,7017650
2,7034709
2,7040643
2,7052274
2,7054645
2,7066599
2,7077918
2,7108580
2,7136512
2,7168208
2,7183620
2,7188305
2,7192414
2,7196036
2,7245079
2,7278449
2,7319058
2,7334477
2,7346179
2,7355799
2,7361953
2,7366961
2,7370030
2,7382876
2,7400469
2,7467548
2,7469826
2,7477941
2,7493545
2,7499319
2,7561953
2,7629343
2,7653813
2,7669732
2,7685628
2,7697082
2,7743930
2,7768057
2,7774064
2,7816689
2,7818247
2,7830745
2,7841068
2,7856314
2,7862676
2,7883099
2,7926635
2,7960715
2,7974900
2,7981946
2,7994915
2,8036283
2,8050263
2,8053044
2,8073062
2,8082967
2,8177253
2,8246949
2,8275286
2,8328599
2,8375852
2,8427770
2,8428087
2,8431888
2,8473533
2,8474708
2,8475428
2,8543597
2,8559380
2,8580153
2,8602741
2,8637000
2,8656968
2,8659314
2,8686257
2,8720409
2,8720711
2,8769974
2,8812222
2,8844015
2,8846786
2,8853641
2,8871755
2,8880778
2,8887130
2,9058881
2,9063018
2,9078305
2,9140760
2,9145561
2,9157829
2,9169229
2,9192581
2,10607281
2,11454311
2,12243771
2,12485325
2,12531764
2,12536291
2,12545901
2,12631783
2,12636875
2,12753199
2,12769096
2,12795262
2,12805984
2,12839829
2,12876211
2,13015733
2,13020860
2,13109723
2,13120857
2,13123923
2,13126555
2,13130539
2,13140347
2,13162109
2,13197926
2,13229571
2,13273563
2,13357604
2,13362869
2,13396629
2,13466451
2,13502456
2,13575379
2,13618953
2,13683830
2,13698470
2,13699689
2,13702494
2,13758050
2,13772068
2,13811859
2,13812076
2,13826549
2,13837749
2,13879130
2,13957475
2,14000716
2,14011988
2,14029870
2,14068750
2,14089953
2,14141284
2,14156696
2,14156756
2,14185256
2,14210364
2,14226462
2,14243508
2,14291637
2,14349292
2,14352263
2,14373724
2,14423025
2,14470086
2,14493271
2,14496098
2,14523970
2,14539634
2,14574600
2,14663061
2,14666869
2,14672847
2,14721963
2,14731048
2,14761927
2,14771635
2,14789049
2,14806202
2,14825428
2,14842556
2,14852650
2,14880007
2,14892605
2,14896852
2,14925158
2,14939254
2,14941991
2,15022670
2,15042446
2,15059398
2,15069222
2,15155751
2,15158355
2,15162669
2,15167303
2,15206095
2,15209362
2,15238670
2,15268496
2,15336223
2,15338142
2,15348400
2,15369967
2,15374381
2,15429798
2,15441592
2,15456458
2,15469232
2,15472926
2,15478006
2,15490406
2,15516846
2,15642135
2,15704685
2,15707653
2,15722906
2,15733248
2,15756741
2,15759951
2,15771572
2,15858830
2,15859169
2,15862069
2,15879791
2,15885282
2,15898530
2,15984861
2,15998106
2,16009023
2,16010270
2,16014590
2,16042632
2,16046810
2,16048240
2,16111295
2,16196680
2,16228784
2,16319422
2,16320996
2,16369307
2,16403130
2,16414270
2,16530242
2,16551504
2,16557800
2,16558029
2,16667008
2,16687500
2,16770284
2,16834982
2,16848608
2,16857803
2,16939616
2,16959650
2,17054096
2,17074164
2,17128759
2,17157819
2,17297403
2,17343113
2,17352346
2,17441046
2,17447031
2,17518090
2,17520676
2,17541414
2,17547043
2,17547131
2,17558890
2,17595424
2,17606913
2,17608204
2,17625580
2,17630041
2,17637619
2,17655962
2,17661715
2,17671365
2,17706674
2,17706847
2,17724490
2,17733971
2,17791682
2,17874699
2,17883439
2,17969311
2,18025935
2,18029246
2,18029670
2,18036711
2,18048913
2,18059242
2,18123073
2,18144706
2,18169829
2,18169924
2,18204497
2,18220883
2,18286518
2,18291280
2,18298289
2,18307406
2,18307576
2,18338828
2,18365635
2,18379257
2,18384840
2,18403580
2,18405003
2,18406731
2,18422461
2,18427013
2,18473980
2,18501952
2,18559255
2,18567747
2,18572556
2,18593957
2,18664586
2,18675038
2,18698336
2,18769292
2,18796241
2,18796800
2,18802213
2,18806203
2,18820227
2,18829740
2,18830560
2,18838709
2,18842897
2,18847166
2,18856368
2,18865617
2,18873838
2,18892364
2,18892418
2,18907287
2,18908751
2,18948586
2,18957515
2,18975670
2,19001956
2,19007117
2,19094598
2,19112354
2,19178004
2,19209876
2,19234682
2,19239089
2,19239545
2,19241188
2,19270857
2,19300187
2,19301817
2,19311280
2,19349259
2,19360879
2,19386631
2,19391180
2,19409043
2,19471027
2,19474539
2,19478020
2,19517504
2,19525053
2,19530639
2,19534305
2,19553123
2,19554493
2,19561407
2,19606392
2,19622587
2,19640026
2,19644738
2,19645571
2,19646042
2,19650365
2,19660955
2,19688419
2,19698054
2,19706320
2,19717947
2,19747682
2,19774275
2,19791089
2,19814170
2,19839206
2,19856654
2,19877439
2,19894303
2,19910554
2,19952124
2,19990078
2,20006926
2,20024308
2,20054245
2,20083147
2,20087756
2,20091064
2,20094410
2,20100382
2,20173776
2,20200263
2,20202101
2,20236388
2,20253821
2,20254898
2,20277329
2,20290178
2,20296716
2,20326388
2,20349837
2,20376610
2,20439511
2,20488714
2,20521811
2,20527774
2,20534629
2,20538301
2,20541506
2,20543171
2,20548072
2,20579685
2,20580201
2,20607551
2,20617249
2,20639696
2,20683088
2,20703053
2,20737865
2,20747657
2,20753255
2,20753708
2,20761339
2,20762762
2,20770635
2,20772636
2,20800608
2,20805758
2,20837390
2,20858078
2,20866673
2,20880879
2,20891203
2,20897527
2,20946793
2,20952624
2,20964408
2,21017586
2,21027073
2,21027878
2,21047802
2,21056359
2,21075422
2,21100461
2,21131867
2,21136699
2,21200097
2,21202478
2,21239988
2,21247415
2,21247990
2,21286867
2,21288815
2,21295240
2,21298950
2,21302519
2,21352146
2,21365753
2,21367138
2,21398033
2,21414931
2,21417328
2,21429593
2,21433523
2,21439514
2,21445094
2,21458800
2,21472297
2,21569972
2,21585818
2,21590257
2,21614737
2,21619945
2,21630646
2,21650739
2,21658709
2,21681030
2,21710894
2,21744258
2,21746743
2,21756652
2,21781395
2,21823379
2,21838572
2,21860158
2,21887518
2,21890411
2,21922672
2,21979394
2,21987907
2,22018874
2,22062850
2,22067490
2,22087791
2,22104388
2,22142065
2,22145816
2,22155285
2,22178772
2,22180902
2,22184945
2,22208617
2,22210351
2,22226116
2,22319484
2,22325905
2,22337432
2,22362847
2,22369608
2,22374480
2,22411787
2,22414476
2,22419163
2,22480625
2,22490955
2,22505727
2,22532163
2,22541711
2,22544538
2,22549722
2,22588187
2,22607386
2,22611049
2,22624306
2,22640127
2,22662602
2,22668251
2,22688238
2,22709104
2,22732898
2,22732983
2,22742238
2,22807998
2,22852634
2,22858235
2,22869897
2,22897524
2,22960177
2,22962398
2,22963557
2,22965797
2,22970971
2,22981072
2,22990415
2,23018293
2,23052222
2,23056008
2,23056665
2,23100210
2,23208444
2,23215265
2,23218058
2,23218831
2,23269237
2,23380054
2,23402230
2,23432305
2,23438063
2,23503990
2,23505969
2,23531919
2,23548516
2,23566149
2,23636241
2,23701329
2,23703528
2,23791518
2,23817452
2,23830379
2,23835164
2,23862621
2,23866124
2,23895206
2,23910590
2,23922302
2,23934938
2,23949556
2,23959860
2,23997459
2,24009051
2,24055459
2,24070639
2,24121127
2,24128340
2,24144268
2,24182128
2,24246989
2,24276580
2,24284613
2,24295046
2,24342830
2,24397324
2,24410022
2,24423349
2,24433062
2,24439807
2,24458710
2,24466875
2,24580595
2,24636144
2,24658440
2,24688050
2,24714656
2,24747401
2,24808344
2,24857664
2,24920056
2,24942811
2,25034866
2,25052503
2,25080230
2,25108929
2,25112733
2,25149389
2,25195015
2,25203965
2,25214562
2,25215470
2,25215881
2,25241875
2,25249170
2,25310412
2,25328985
2,25369263
2,25379090
2,25387971
2,25406475
2,25413038
2,25442478
2,25450043
2,25465270
2,25496027
2,25602693
2,25634175
2,25645670
2,25667410
2,25673834
2,25693655
2,25706215
2,25728957
2,25740320
2,25741460
2,25746016
2,25760332
2,25788471
2,25839315
2,25853870
2,25887161
2,25900934
2,25908558
2,25916516
2,25956198
2,26017977
2,26048146
2,26115027
2,26160835
2,26165308
2,26184654
2,26196055
2,26219837
2,26336362
2,26419868
2,26433000
2,26447112
2,26465478
2,26484573
2,26496916
2,26537603
2,26553025
2,26743556
2,26764190
2,26766059
2,26782377
2,26848507
2,26861696
2,26892175
2,26905043
2,26905150
2,27000551
2,27040892
2,27043443
2,27104553
2,27156176
2,27178032
2,27188955
2,27214110
2,27214983
2,27230506
2,27257285
2,27264420
2,27311132
2,27356622
2,27407638
2,27439840
2,27451998
2,27491673
2,27499854
2,27513997
2,27574869
2,27599053
2,27609392
2,27613548
2,27627349
2,27641951
2,27658718
2,27677674
2,27697045
2,27703853
2,27711113
2,27719756
2,27720431
2,27731955
2,27746447
2,27787042
2,27788513
2,27823246
2,27832677
2,27844417
2,27848369
2,27863091
2,28007416
2,28020698
2,28053540
2,28094846
2,28119753
2,28123824
2,28130704
2,28170700
2,28265852
2,28271385
2,28278177
2,28279408
2,28302298
2,28411776
2,28414487
2,28429218
2,28451872
2,28498770
2,28519024
2,28538156
2,28545819
2,28547509
2,28565513
2,28567524
2,28582139
2,28606819
2,28614824
2,28682770
2,28699590
2,28706932
2,28725197
2,28759924
2,28829127
2,28843020
2,28847553
2,28847854
2,28863770
2,28867439
2,28879135
2,28928804
2,29026624
2,29034716
2,29100913
2,29107561
2,29108157
2,29181397
2,29209499
2,29250380
2,29312729
2,29329750
2,29338395
2,29385086
2,29396078
2,29430821
2,29458715
2,29479710
2,29502632
2,29527481
2,29527661
2,29534038
2,29535690
2,29581335
2,29602299
2,29637176
2,29642787
2,29675658
2,29684878
2,29722769
2,29745857
2,29755759
2,29764879
2,29772554
2,29780009
2,29797819
2,29863905
2,29885102
2,29899063
2,29906599
2,29910891
2,29922973
2,29926809
2,29994394
2,30008968
2,30011218
2,30017372
2,30030554
2,30044424
2,30083622
2,30108839
2,30129800
2,30151333
2,30172818
2,30182004
2,30192535
2,30225927
2,30226423
2,30227494
2,30375733
2,30379805
2,30382255
2,30410747
2,30441716
2,30479503
2,30487445
2,30488479
2,30508626
2,30524601
2,30537909
2,30538264
2,30547026
2,30581762
2,30611479
2,30642364
2,30692890
2,30722116
2,30740312
2,30741889
2,30746165
2,30836269
2,30870305
2,30901947
2,30920338
2,30929973
2,30952282
2,30963541
2,31016656
2,31024774
2,31062932
2,31070324
2,31091483
2,31103754
2,31109877
2,31157915
2,31168514
2,31169011
2,31195334
2,31232628
2,31263676
2,31293270
2,31294781
2,31323803
2,31330039
2,31379444
2,31388743
2,31412038
2,31463036
2,31463526
2,31524030
2,31536778
2,31537579
2,31554324
2,31568939
2,31649307
2,31668433
2,31681596
2,31688168
2,31699120
2,31741016
2,31742191
2,31746470
2,31757189
2,31788058
2,31808108
2,31808545
2,31829383
2,31855037
2,31859743
2,31862370
2,31867095
2,31909047
2,31924454
2,31937334
2,31948943
2,31964333
2,31991439
2,32010012
2,32070114
2,32140573
2,32211435
2,32227256
2,32240511
2,32244123
2,32279482
2,32282482
2,32293604
2,32323483
2,32331202
2,32343329
2,32370334
2,32388451
2,32448355
2,32451896
2,32484851
2,32490537
2,32498935
2,32501216
2,32505042
2,32535091
2,32551158
2,32593277
2,32628752
2,32668232
2,32677500
2,32747934
2,32762034
2,32780821
2,32781958
2,32801027
2,32802180
2,32803173
2,32848038
2,32861286
2,32891263
2,32909406
2,32943275
2,32974682
2,33030982
2,33124998
2,33130719
2,33159285
2,33170746
2,33176256
2,33177695
2,33225208
2,33231903
2,33259596
2,33264186
2,33269806
2,33333970
2,33386922
2,33394851
2,33411140
2,33432494
2,33434212
2,33441208
2,33444903
2,33460181
2,33465210
2,33476630
2,33496296
2,33522554
2,33544828
2,33552820
2,33567463
2,33581104
2,33585320
2,33593353
2,33621360
2,33652424
2,33670322
2,33677937
2,33708329
2,33789036
2,33792241
2,33794770
2,33799212
2,33905872
2,33934479
2,33946364
2,33960162
2,33978631
2,33998269
2,34000186
2,34007433
2,34010019
2,34012966
2,34016613
2,34041212
2,34062034
2,34066561
2,34067918
2,34073033
2,34084732
2,34106482
2,34110804
2,34120308
2,34140470
2,34184811
2,34189121
2,34270548
2,34278452
2,34311769
2,34314631
2,34317584
2,34344385
2,34374858
2,34376382
2,34442792
2,34458243
2,34470426
2,34493218
2,34508740
2,34514411
2,34519837
2,34543505
2,34602715
2,34606560
2,34615109
2,34657617
2,34667501
2,34681443
2,34681980
2,34703026
2,34741479
2,34770834
2,34798876
2,34821649
2,34828665
2,34839289
2,34841470
2,34851457
2,34855641
2,34879929
2,34894384
2,34896488
2,34901326
2,34943245
2,34972330
2,34992411
2,35024794
2,35070866
2,35091745
2,35107270
2,35142752
2,35156015
2,35156986
2,35191010
2,35234794
2,35242211
2,35271145
2,35279376
2,35292763
2,35306912
2,35319337
2,35324169
2,35414625
2,35431414
2,35504729
2,35526550
2,35526770
2,35591132
2,35633424
2,35660847
2,35715495
2,35719787
2,35737895
2,35767445
2,35858111
2,35863637
2,35867712
2,35871890
2,35880947
2,35894227
2,35899944
2,35929661
2,35990152
2,35994139
2,36005800
2,36033638
2,36035712
2,36036164
2,36068679
2,36074479
2,36087985
2,36088707
2,36101776
2,36106752
2,36125740
2,36140942
2,36144744
2,36173982
2,36180621
2,36201980
2,36220651
2,36231125
2,36240594
2,36242221
2,36249274
2,36265101
2,36280960
2,36283250
2,36300564
2,36339211
2,36352315
2,36376951
2,36388349
2,36388937
2,36417999
2,36436425
2,36463138
2,36483894
2,36517512
2,36545969
2,36577457
2,36581095
2,36587152
2,36601029
2,36622467
2,36641090
2,36693800
2,36700441
2,36721854
2,36724543
2,36739890
2,36754901
2,36812948
2,36821992
2,36833315
2,36841357
2,36847524
2,36863936
2,36872990
2,36929759
2,36965453
2,36986342
2,36992392
2,37003743
2,37006002
2,37030663
2,37078598
2,37127949
2,37148643
2,37181843
2,37194972
2,37199012
2,37288497
2,37298365
2,37305037
2,37334575
2,37342674
2,37369286
2,37411745
2,37452199
2,37456198
2,37472971
2,37482930
2,37524877
2,37624085
2,37670087
2,37734964
2,37749284
2,37762815
2,37774954
2,37793637
2,37819344
2,37831694
2,37893938
2,37900863
2,37901730
2,37956447
2,37978444
2,37980093
2,37986154
2,38011704
2,38056833
2,38125332
2,38144927
2,38161627
2,38167647
2,38201547
2,38226448
2,38255250
2,38261423
2,38264046
2,38268555
2,38274096
2,38275906
2,38277492
2,38282783
2,38294752
2,38308723
2,38313718
2,38322455
2,38327528
2,38351084
