,numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tpaquete1,tpaquete2,tpaquete3,tpaquete4,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,mdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo,clase_ternaria
11,4572294,201811,1,0,1,44,67,1432.66,18414.08,854.88,-1100.82,1594.65,11,1,0,0,0,1,1,0,-1151.74,2,11509.59,0,0,1.17,-1610.78,1,2,5185.93,1,14,12326.47,1,18,19511.46,3,91903.04,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,49976.55,0,0,1,68.94,1,555.75,2,2708.14,0,0,0,0,0,0,0,0,0,0,0,0,12,854.88,0,0,0,0,0,0,0,0,0,3,5850,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,3,5850,0,0,85,NA,NA,0,0,25272,-1277,NA,28958.91,28958.91,0,7890.64,0,28080,0,0,9,0,-11700,0,2021,7890.64,6,0,3685.5,0,0,25272,-1642,NA,29680.56,34726.25,0,3443.75,2.26,28080,0,0,9,0,-11700,0,2021,3443.75,4,0,9453.6,CONTINUA
12,4572294,201812,1,0,1,44,68,-20.84,16012.81,455.36,-695.75,288.73,11,1,0,0,0,1,1,0,-3313.67,2,4806.98,0,0,1.17,-6695.91,1,3,4258.8,1,16,13334.96,1,17,21383.29,3,88450.71,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,74091.42,0,0,1,68.94,1,555.75,3,3534.95,0,0,0,0,0,0,0,0,0,0,0,0,12,455.36,0,0,0,0,0,0,0,1,23400,2,4680,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,4680,0,0,98,NA,NA,0,0,25272,-1246,NA,21847.1,21847.1,0,12574.49,0,28080,0,0,12,0,-28958.91,0,2052,12574.49,8,0,1743.3,0,0,25272,-1611,NA,35122.32,40279.32,813.79,4951.44,18.98,28080,0,0,12,0,-9477,0,2052,4951.44,7,0,15841.8,CONTINUA
13,4572294,201901,1,0,1,44,69,86.11,14572.65,624.25,-326.52,-133.43,11,1,0,0,0,1,1,0,-4638.03,2,2104.13,0,0,1.17,-6824.13,1,0,0,1,10,11301.97,1,14,13344.91,3,84907.15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,49198.5,0,0,1,68.94,2,4782.02,3,2605.19,0,0,0,0,0,0,0,0,0,0,0,0,10,624.25,0,0,0,0,0,0,0,1,2340,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,95,NA,NA,0,0,25272,-1215,NA,10202.25,10202.25,0,4198.5,0,28080,0,0,8,0,-25357.1,0,2083,4198.5,5,0,0,0,0,25272,-1580,NA,32027.26,37383.94,87.94,4868.45,0.15,28080,0,0,8,0,-17550,0,2083,4868.45,5,0,12191.4,CONTINUA
14,4572294,201902,1,0,1,44,70,427.16,13433.02,437.19,-13.86,5.29,11,1,0,0,0,1,1,0,-6287.59,2,0,0,0,1.17,-6999.33,1,0,0,1,9,7367.89,1,25,30344.31,3,81269.97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,47571.03,0,0,1,68.94,1,628.29,2,1121.24,0,0,0,0,0,0,0,0,0,0,0,0,10,437.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,NA,NA,0,0,25272,-1187,NA,30567.87,30334.32,233.55,18252.47,5.83,28080,0,0,8,0,-10202.25,0,2111,18252.47,13,0,5300.1,0,0,25272,-1552,NA,6736.48,6939.1,942.57,1556.77,21.44,28080,0,0,8,0,-37474.01,0,2111,1556.77,6,0,1521,CONTINUA
15,4572294,201903,1,0,1,44,71,1162.26,12289.69,528.86,59.44,481.93,11,1,0,0,0,1,1,0,-6382.8,2,0,0,0,1.17,-6578.79,1,0,0,1,15,32607.12,1,15,15140.06,3,77536.69,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,48628.71,0,0,1,68.94,2,4782.02,3,2653.93,0,0,0,0,0,0,0,0,0,0,0,0,12,528.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,96,NA,NA,0,0,63180,-1156,NA,38189.46,37898.89,290.56,6406.44,6.99,70200,0,0,11,0,-9360,0,2142,6406.44,7,0,12916.8,1,0,63180,-1521,0,28380.87,33205.61,0,28646.92,2.96,70200,0,0,11,0,-7917.92,23.84,2142,28646.92,12,0,7932.6,CONTINUA
16,4572294,201904,1,0,1,44,72,3296.69,14455.27,579.66,910.65,1411.6,11,1,0,0,0,1,1,0,-2125.56,2,537.21,0,0,1.17,-460.04,1,2,2574,1,17,19451.75,1,18,17091.34,3,73704.79,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,56580.03,0,0,1,68.94,0,0,4,3084,0,0,0,0,0,0,0,0,0,0,0,0,14,579.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,116,NA,NA,0,0,63180,-1126,NA,45233.96,44598.31,635.64,6475.58,13.99,70200,0,0,6,0,-12916.8,0,2172,6475.58,10,0,5089.5,0,0,63180,-1491,NA,29994.31,32262.86,2830.47,14555.47,59.47,70200,0,0,6,0,-19632.6,0,2172,14555.47,13,0,3837.6,CONTINUA
17,4572294,201905,1,0,1,44,73,0,0,0,0,0,11,1,0,0,0,1,1,0,-2626.47,2,0,0,0,1.17,-3549.72,1,0,0,1,14,16843.55,1,12,15036.45,3,69771.62,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,58173.57,0,0,1,103.4,1,661.05,2,2702.68,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,NA,NA,0,0,63180,-1095,NA,32637.03,32637.03,0,4453.93,0,70200,0,0,9,0,-29250,0,2203,4453.93,4,0,3357.9,0,0,63180,-1460,NA,25565.66,29285.1,626.72,6175.27,11.12,70200,0,0,9,0,-23400,0,2203,6175.27,7,0,3147.3,CONTINUA
18,4572294,201906,1,0,1,44,74,1901.4,16813.34,898.78,-2210.44,3067.38,11,1,0,0,0,1,1,0,-6300.05,2,0,0,0,1.17,-7017.54,1,0,0,1,12,14721.45,1,14,15089.06,3,67164.91,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,88974.99,0,0,0,0,1,661.05,3,2993.23,0,0,0,0,0,0,0,0,0,0,0,0,12,898.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,98,NA,NA,0,0,63180,-1065,NA,20802.01,20495.52,306.49,4068.39,6.99,70200,0,0,12,0,-27927.9,0,2233,4068.39,6,0,3182.4,1,0,63180,-1430,0,14090.46,15989.87,495.96,1150.25,8.62,70200,0,0,12,0,-28887.3,0,2233,1150.25,4,0,3065.4,CONTINUA
19,4572294,201907,1,0,1,44,75,1792.44,17867.51,603.6,-945.2,1961.3,11,1,0,0,0,1,1,0,-703.56,2,10933.65,0,0,1.17,-755.69,1,6,17021.76,1,12,16993.74,1,19,26004.23,3,61590.76,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,58294.08,0,0,2,206.8,2,4329.58,4,3529.49,0,0,0,0,0,0,0,0,1,NA,0,0,16,603.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,93,1,105,0,0,63180,-1034,NA,26786.01,26103.01,682.99,13761.39,15.56,70200,0,0,7,0,-20802.02,0,2264,13761.39,10,0,3217.5,0,0,63180,-1399,NA,15469.97,17603.09,496.77,4816.35,8.55,70200,0,0,7,0,-15992.33,0,2264,4816.35,5,0,3053.7,CONTINUA
20,4572294,201908,1,0,1,44,76,-422.4,16129.17,968.47,-2182.39,993.6,11,1,0,0,0,1,1,0,-2485.3,2,3056.62,0,0,1.17,-6301.92,1,2,5991.38,1,13,18182.66,1,17,25476.01,3,57337.49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,64681.11,0,0,1,103.4,1,694.98,2,2164.5,0,0,0,0,0,0,0,0,0,0,0,0,16,968.47,0,0,0,0,0,1,3300.38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,98,1,126,0,0,63180,-1003,NA,26812.16,26616.86,195.29,11371.17,3.49,70200,0,0,10,0,-26104.3,0.02,2295,11371.17,7,0,3065.4,0,0,63180,-1368,NA,16398.21,18554.88,631.01,7389.26,9.16,70200,0,0,10,0,-17603.82,0,2295,7389.26,6,0,3077.1,CONTINUA
21,4572294,201909,1,0,1,45,77,-1110.04,14003.3,757.18,-2367.1,771.17,11,1,0,0,0,1,1,0,-5713.64,2,0,0,0,1.17,-6409.77,1,3,1707.03,1,14,22335.26,1,20,33759.16,3,54523.49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,62736.57,0,0,1,103.4,1,694.98,3,3309.14,0,0,0,0,0,0,0,0,0,0,0,0,14,757.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,110,1,167,0,0,63180,-973,NA,35080.5,34545.72,534.78,21024.24,9.33,70200,0,0,12,0,-26617.5,0,2325,21024.24,11,0,3896.1,1,0,63180,-1338,0,17778.63,20153.02,647.96,11577.22,9.24,70200,0,0,12,0,-21633.3,0,2325,11577.22,7,0,1170,CONTINUA
22,4572294,201910,1,0,1,45,78,0,0,0,0,0,11,1,0,0,0,1,1,0,-4028.47,2,2326.72,0,0,1.17,-5798.57,1,4,5551.61,1,17,30876.13,1,19,27928.56,3,48490.81,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,78210.99,0,0,1,103.26,1,764.01,3,2993.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,119,1,139,0,0,63180,-942,NA,52496.94,51583.67,913.26,18243.09,15.17,70200,0,0,8,0,-14040,0,2356,18243.09,12,0,6762.6,0,0,63180,-1307,NA,26716.66,30577.54,680.95,18268.15,9.3,70200,0,0,8,0,-21456.23,0,2356,18268.15,8,0,3474.9,CONTINUA
23,4572294,201911,1,0,1,45,79,713.46,10578.25,1688.53,-2065.1,1231.71,10,1,0,0,0,1,1,0,-814.26,2,11700.11,0,0,1.17,404.7,1,15,35340.94,1,19,26030.83,1,11,18844.97,3,43891.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,72577.44,0,0,2,3267.08,1,764.01,3,3355.94,0,0,0,0,0,0,0,0,0,0,0,0,16,1688.53,0,0,0,0,0,1,39312,2,21060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,134,0,0,63180,-912,NA,44932.77,44720.78,211.99,7718.61,3.49,70200,0,0,10,0,-29250,0,2386,7718.61,5,0,5569.2,0,0,63180,-1277,NA,37912.14,43672.23,684.96,8870.84,11.31,70200,0,0,10,6318,-15210,0,2386,8870.84,4,0,6271.2,CONTINUA
24,4572294,201912,1,0,1,45,80,-144.64,10454.45,1500.51,-1973.89,567.77,10,1,0,0,0,1,1,0,-1130.33,2,8681.69,0,0,1.17,15736.27,1,2,23043.48,1,21,28287.47,1,17,28912.59,3,39170.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,110271.33,0,0,2,3296.24,1,850.59,3,3531.42,0,0,0,0,0,0,0,0,0,0,0,0,16,1500.51,0,0,0,0,0,0,0,1,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,123,0,0,63180,-881,NA,47242.97,46677.51,565.46,14375.66,9.33,70200,0,0,13,0,-29250,0,2417,14375.66,9,0,5604.3,0,0,63180,-1246,NA,45819.13,52923.25,685.12,8843.37,9.34,70200,0,0,13,0,-20358,0,2417,8843.37,8,0,7371,CONTINUA
