filename,weight
E1004_961_epic_060.csv,0.6
E1004_961_epic_060_05000.csv,0.1
E1004_961_epic_060_05500.csv,0.1
E1004_961_epic_060_06000.csv,0.1
E1004_961_epic_060_06500.csv,0.1
E1004_961_epic_060_07000.csv,0.1
E1004_961_epic_060_07500.csv,0.1
E1004_961_epic_060_08000.csv,0.1
E1004_961_epic_060_08099.csv,0.1
E1004_961_epic_060_08500.csv,0.1
E1004_961_epic_060_09000.csv,0.1
E1004_961_epic_060_09500.csv,0.1
E1004_961_epic_060_10000.csv,0.1
E1004_961_epic_060_10500.csv,0.3
E1004_961_epic_060_11000.csv,0.3
E1004_961_epic_060_11500.csv,0.3
E1004_961_epic_060_12000.csv,0.3
E1004_961_epic_060_12500.csv,0.3
E1004_961_epic_060_13000.csv,0.3
E1004_961_epic_060_13500.csv,0.8
E1004_961_epic_060_14000.csv,0.8
E1004_961_epic_060_14500.csv,0.8
E1004_961_epic_060_15000.csv,0.8
E1004_961_epic_075_06500.csv,0.1
E1004_961_epic_075_07000.csv,0.1
E1004_961_epic_075_07500.csv,0.1
E1004_961_epic_075_08000.csv,0.1
E1004_961_epic_075_08500.csv,0.1
E1004_961_epic_075_09000.csv,0.1
E1004_961_epic_075_09500.csv,0.1
E1004_961_epic_075_09623.csv,0.1
E1004_961_epic_075_10000.csv,0.3
E1004_961_epic_075_10500.csv,0.3
E1004_961_epic_075_11000.csv,0.3
E1004_961_epic_075_11500.csv,0.3
E1004_961_epic_075_12000.csv,0.3
E1004_961_epic_075_12500.csv,0.3
E1004_961_epic_075_13000.csv,0.3
E1004_961_epic_075_13500.csv,0.8
E1004_961_epic_075_14000.csv,0.8
E1004_961_epic_075_14500.csv,0.8
E1004_961_epic_075_15000.csv,0.8
